"Département","Bassin de formation","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable"
"Isère","BASSIN GRENOBLOIS","0380058G","Public","COLLEGE BARNAVE","30 avenue du Collège ",,"BP107",38521,"SAINT-EGREVE",476750581,476758652,"ce.0380058G@ac-grenoble.fr","https://barnave-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME MOUTIN-LUYAT LAUREN
LE PRINCIPAL ADJOINT : M. MATHELIN BENJAMIN
LE GESTIONNAIRE : M. BOUCHIKRI MALIK
L AGENT COMPTABLE : MME AMROUNI ANNE-FRANCE"
"Isère","ISERE RHODANIENNE","0380059H","Public","COLLEGE ROSE VALLAND","1 bis rue Pierre de Coubertin ",,,38590,"SAINT-ETIENNE-DE-SAINT-GEOIRS",476654359,476655244,"ce.0380059H@ac-grenoble.fr","https://valland-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. SANCHEZ FABIEN
LE PRINCIPAL ADJOINT : MME BRONCHART MAGALI
LE GESTIONNAIRE : MME TISON EMILIE
L AGENT COMPTABLE : M. NIANG FALLA"
"Isère","NORD ISERE","0383141H","Public","COLLEGE DE PERANCHE","35 rue du collège ",,,38790,"SAINT-GEORGES-D'ESPERANCHE",474591120,474591124,"ce.0383141h@ac-grenoble.fr","https://peranche-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME VANDEWALLE NATACHA
L AGENT COMPTABLE : MME BLANC CHRISTELLE"
"Isère","BASSIN GRENOBLOIS","0382100B","Public","COLLEGE GRESIVAUDAN","Place DE L'AGORA ",,,38330,"SAINT-ISMIER",476520181,476524686,"ce.0382100B@ac-grenoble.fr","https://gresivaudan-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME RAUSER KATERINE
LE PRINCIPAL ADJOINT : MME FAURE-VERGNOLLE LAETITIA
LE GESTIONNAIRE : MME FORAY LUCE
L AGENT COMPTABLE : MME LAMOUREUX CATHERINE"
"Isère","BASSIN GRENOBLOIS","0381513N","Public","ECOLE MILITAIRE PREPARATOIRE PUPILLES DE L'AIR","1 allée SAINT EXUPERY MONTBONNOT SAINT MARTIN",,"BP33",38330,"SAINT-ISMIER",480422062,476905010,"ce.0381513N@ac-grenoble.fr","https://www.defense.gouv.fr/air/ecole-pupilles-lair-lespace","LE PROVISEUR : M. HENNEBERT DOMINIQUE
LE PROVISEUR ADJOINT : MME PACAUD SABINE"
"﻿Isère","BASSIN GRENOBLOIS","0383405V","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE SAINTE FAMILLE","90  ALLEE DE CHAMPROND ",,,38330,"SAINT-ISMIER",456009428,,"ce.0383405V@ac-grenoble.fr","http://www.college-sainte-famille.fr/","LE DIRECTEUR : MME PETIT GOLVINE"
"Isère","BASSIN GRENOBLOIS","0381817U","Public","LEGT AGRICOLE DE GRENOBLE - ST ISMIER","1 chemin de charviniere ",,"BP13",38331,"SAINT-ISMIER",476520363,476522690,"epl.grenoble@educagri.fr",,"LE PROVISEUR : MME LABAUNE MARTINE
LE PROVISEUR ADJOINT : MME MILTZINE GISÈLE
LE GESTIONNAIRE : MME SANZ C. 
L AGENT COMPTABLE : M. CHERVET E. "
"Isère","NORD ISERE","0382265F","Public","COLLEGE FERNAND BOUVIER","Avenue de la Libération ",,"BP65",38440,"SAINT-JEAN-DE-BOURNAY",474587141,,"ce.0382265F@ac-grenoble.fr","https://fernandbouvier-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME GILIBERT MARJORIE
LE PRINCIPAL ADJOINT : M. LUCAS SEBASTIEN
LE GESTIONNAIRE : MME CHAROUD VANESSA
L AGENT COMPTABLE : MME FIORA FLORENCE"
"Isère","NORD ISERE","0382375A","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE VALON - ST JEAN DE BOURNAY","3 rue jeanne d arc ","LES BONNEVAUX           ",,38440,"SAINT-JEAN-DE-BOURNAY",474597979,474597978,"st-jean-de-bournay@cneap.fr",,"LE DIRECTEUR : M. HUA FABRICE
LE DIRECTEUR ADJOINT : M. MERLE BERTRAND
LE GESTIONNAIRE : MME GAILLARD M.T. 
L AGENT COMPTABLE : MME PERRIER M. "
"Isère","CENTRE ISERE","0381704W","Privé sous-contrat","COLLEGE PRIVE SACRE COEUR","165 chemin DU MOREL ",,,38430,"SAINT-JEAN-DE-MOIRANS",476353255,476351857,"ce.0381704W@ac-grenoble.fr","http://www.sacrecoeur-saintjeandemoirans.com","LE DIRECTEUR : M. GUIRAO GINES"
"Isère","NORD ISERE","0382621T","Public","COLLEGE LES DAUPHINS","595 route DE LA BOURBRE ",,,38110,"SAINT-JEAN-DE-SOUDAIN",474975943,474973808,"ce.0382621T@ac-grenoble.fr","https://college-les-dauphins-saint-jean-de-soudain.web.ac-grenoble.fr/","LE PRINCIPAL : MME SOUDAN SANDRINE
LE PRINCIPAL ADJOINT : MME DUCLOY CATHERINE
LE GESTIONNAIRE : MME ACCARY ISABELLE
L AGENT COMPTABLE : M. SANGOUARD LUC"
"Isère","CENTRE ISERE","0380062L","Public","COLLEGE LE GRAND SOM","8 avenue COMMANDANT L'HERMINIER ",,,38380,"SAINT-LAURENT-DU-PONT",476552252,476062153,"ce.0380062L@ac-grenoble.fr","https://grandsom-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. GONTARD PHILIPPE
LE GESTIONNAIRE : MME SELLIER CAROLE
L AGENT COMPTABLE : M. EYDOUX JULIEN"
"﻿Isère","CENTRE ISERE","0382428H","Public","COLLEGE LE SAVOURET","Avenue DE LA SAULAIE ",,,38160,"SAINT-MARCELLIN",476381596,,"ce.0382428H@ac-grenoble.fr",,"LE PRINCIPAL : M. JACQUI FREDERIC
LE PRINCIPAL ADJOINT : MME BAUDRILLART FLORENCE
LE GESTIONNAIRE : MME SELIOR BORREL DANIELE
L AGENT COMPTABLE : MME CALIXTE EVE"
"Isère","CENTRE ISERE","0382376B","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE ST MARCELLIN","4 rue des recollets ",,"BP118",38160,"SAINT-MARCELLIN",476382017,476382851,"st-marcellin@cneap.scolanet.org",,"LE DIRECTEUR : MME SIMOENS VALERIE
LE DIRECTEUR ADJOINT : MME BERARD V. 
LE GESTIONNAIRE : MME FAVRITE "
"Isère","CENTRE ISERE","0380063M","Public","LYCEE POLYVALENT LA SAULAIE"," ","LA SAULAIE              ","BP80",38162,"SAINT-MARCELLIN",476640606,476381355,"ce.0380063M@ac-grenoble.fr","http://lasaulaie.elycee.rhonealpes.fr","LE PROVISEUR : M. TOULOUSE OLIVIER
LE PROVISEUR ADJOINT : M. LEVEQUE BRUNO
LE GESTIONNAIRE : MME CALIXTE EVE
L AGENT COMPTABLE : MME CALIXTE EVE"
"Isère","CENTRE ISERE","0382205R","Public","SEGPA CLG LE SAVOURET","AVENUE DE LA SAULAIE ",,,38160,"SAINT-MARCELLIN",476381596,,"ce.0382428H@ac-grenoble.fr","https://college-le-savouret-saint-marcellin.web.ac-grenoble.fr/","LE PRINCIPAL : M. JACQUI FREDERIC
LE PRINCIPAL ADJOINT : MME PERRIN JUSTINE
LE GESTIONNAIRE : MME SELIOR BORREL DANIELE
L AGENT COMPTABLE : MME CALIXTE EVE"
"Isère","BASSIN GRENOBLOIS","0380357G","Public","COLLEGE EDOUARD VAILLANT","19 rue PAUL LANGEVIN ",,,38400,"SAINT-MARTIN-D'HERES",476547195,476442293,"ce.0380357G@ac-grenoble.fr","http://vaillant-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : MME FOURNIE JOANNA
LE PRINCIPAL ADJOINT : MME BELAUD CHIRON URIELE
LE GESTIONNAIRE : M. ARCOURT LIONEL
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","BASSIN GRENOBLOIS","0381812N","Public","COLLEGE FERNAND LEGER","17 rue Georges Braque ",,,38400,"SAINT-MARTIN-D'HERES",476250208,476245005,"ce.0381812N@ac-grenoble.fr","https://college-fernand-leger-saint-martin-dheres.web.ac-grenoble.fr","LE PRINCIPAL : M. BARALE XAVIER
LE PRINCIPAL ADJOINT : MME RICHARD LUCIE
LE GESTIONNAIRE : M. ESCOLAN SEBASTIEN
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","BASSIN GRENOBLOIS","0380065P","Public","COLLEGE HENRI WALLON","17 rue Henri Wallon ",,,38400,"SAINT-MARTIN-D'HERES",476255216,476242296,"ce.0380065P@ac-grenoble.fr","https://wallon-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. VERSAEVEL FABIEN
LE PRINCIPAL ADJOINT : MME PERONNIER EMILIE
LE GESTIONNAIRE : MME LEPLAT ANNE-SOPHIE
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"﻿Isère","BASSIN GRENOBLOIS","0382203N","Public","LPO LYCEE DES METIERS PABLO NERUDA","35 rue Henri Wallon ",,,38400,"SAINT-MARTIN-D'HERES",476250722,476251910,"ce.0382203N@ac-grenoble.fr","https://pablo-neruda.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. MACHIRE DANIEL
LE PROVISEUR ADJOINT : MME BAUDERE VERONIQUE
LE GESTIONNAIRE : M. MONNIER OLIVIER
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","BASSIN GRENOBLOIS","0382170C","Privé sous-contrat","LYCEE POLYVALENT PRIVE SCHNEIDER ELECTRIC","41 rue Henri Wallon ",,,38400,"SAINT-MARTIN-D'HERES",476248420,,"ce.0382170C@ac-grenoble.fr","https://www.se.com/fr/fr/about-us/ecole-schneider-electric/","LE DIRECTEUR : MME DURAND-SCHMUTZ CAROLINE"
"Isère","BASSIN GRENOBLOIS","0382037H","Public","SEGPA CLG EDOUARD  VAILLANT","19 rue PAUL LANGEVIN ",,,38400,"SAINT-MARTIN-D'HERES",476547195,476442293,"ce.0382037H@ac-grenoble.fr","http://www.ac-grenoble.fr/college/vaillant.smh","LE PRINCIPAL : MME FOURNIE JOANNA
LE PRINCIPAL ADJOINT : MME COTTIN-BIZONNE MICHELE
LE GESTIONNAIRE : M. ARCOURT LIONEL
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","BASSIN GRENOBLOIS","0382036G","Public","COLLEGE CHARTREUSE","237 rue DE LA MALADIERE ",,"BP13",38950,"SAINT-MARTIN-LE-VINOUX",476754136,476753616,"ce.0382036G@ac-grenoble.fr","https://chartreuse-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. MAREY ARNAUD
LE PRINCIPAL ADJOINT : MME LEVET HEIDI
LE GESTIONNAIRE : MME ARNAUD DELPHINE"
"Isère","BASSIN GRENOBLOIS","0381897F","Public","SEGPA CLG CHARTREUSE","237 rue DE LA MALADIERE ",,"BP13",38950,"SAINT-MARTIN-LE-VINOUX",476754136,476753616,"ce.0381897F@ac-grenoble.fr","http://www.ac-grenoble/college/chartreuse/","LE PRINCIPAL : M. MAREY ARNAUD
LE PRINCIPAL ADJOINT : MME SOULE CATHERINE
LE GESTIONNAIRE : MME ARNAUD DELPHINE"
"Isère","ISERE RHODANIENNE","0382043P","Public","COLLEGE FREDERIC MISTRAL","4 rue DU 19 MARS 1962 ",,"BP10417",38554,"SAINT-MAURICE-L'EXIL",474863460,474864905,"ce.0382043P@ac-grenoble.fr","https://mistral-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. COULET GUILLAUME
LE PRINCIPAL ADJOINT : MME FORTIN CELINE
LE GESTIONNAIRE : MME THIBOUT D'ANESY VIRGINIE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE"
"Isère","ISERE RHODANIENNE","0382102D","Public","SEGPA CLG FREDERIC MISTRAL","4 rue DU 19 MARS 1962 ",,"BP10417",38554,"SAINT-MAURICE-L'EXIL",474863460,474864905,"ce.0382102D@ac-grenoble.fr","http://www.a-grenoble.fr/college/fredericmistral.saintmaurice","LE PRINCIPAL : M. COULET GUILLAUME
LE PRINCIPAL ADJOINT : MME HASSAN AICHA
LE GESTIONNAIRE : MME THIBOUT D'ANESY VIRGINIE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE"
"﻿Isère","NORD ISERE","0382706K","Public","COLLEGE LES ALLINGES","52 rue DU LAC ",,,38070,"SAINT-QUENTIN-FALLAVIER",474945750,474944452,"ce.0382706K@ac-grenoble.fr","https://allinges-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : MME DEVILLE STEPHANIE
LE GESTIONNAIRE : M. BOUGHANMI BADREDDINE
L AGENT COMPTABLE : M. BEAUMEL THIERRY"
"Isère","ISERE RHODANIENNE","0380068T","Public","COLLEGE MARCEL MARIOTTE","50 rue DU PRE NEUF ",,,38870,"SAINT-SIMEON-DE-BRESSIEUX",474200690,,"ce.0380068T@ac-grenoble.fr","https://college-mariotte-st-simeon-de-bressieux.web.ac-grenoble.fr/","LE PRINCIPAL : M. BARATIER LAURENT
LE GESTIONNAIRE : MME DEFRANCOIS FRANCOISE
L AGENT COMPTABLE : M. NIANG FALLA"
"Isère","ISERE RHODANIENNE","0382378D","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE ST SIMEON BRESSIEUX","264 rue Des Frenes ",,,38870,"SAINT-SIMEON-DE-BRESSIEUX",474200204,474201571,"st-simeon-de-bressieux@cneap.fr",,"LE DIRECTEUR : MME SIMOENS VALERIE"
"Isère","ISERE RHODANIENNE","0383253E","Public","COLLEGE JEAN FERRAT","Avenue Du collège ",,,38150,"SALAISE-SUR-SANNE",474297901,474860475,"ce.0383253E@ac-grenoble.fr","https://ferrat-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. CHERFI DJAMIL
LE PRINCIPAL ADJOINT : MME MARION CHRISTELLE
LE GESTIONNAIRE : MME CHARROIN ADELINE
L AGENT COMPTABLE : MME MARTIN GHYSLAINE"
"Isère","BASSIN GRENOBLOIS","0382098Z","Public","COLLEGE ALEXANDRE FLEMING","4 rue MOZART ",,"BP20162",38360,"SASSENAGE",476274919,476278208,"ce.0382098Z@ac-grenoble.fr","https://fleming-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. CHEVALIER THIERRY
LE PRINCIPAL ADJOINT : MME ODEZENNE LAURENCE
LE GESTIONNAIRE : M. DETRAZ CYRILLE"
"Isère","BASSIN GRENOBLOIS","0382099A","Public","LYCEE POLYVALENT ROGER DESCHAUX","5 rue DES PIES ",,,38360,"SASSENAGE",476859610,476859620,"ce.0382099A@ac-grenoble.fr","https://roger-deschaux.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME VERNET-ABAIBOU EMMANUELLE
LE PROVISEUR ADJOINT : M. HERMOSO MARC"
"Isère","CENTRE ISERE","0383377P","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE SAINT JOSEPH","110 chemin DES PLANTEES ",,,38470,"SERRE-NERPOL",476642411,476642411,"ce.0383377P@ac-grenoble.fr",,"LE DIRECTEUR : MME DELMOTTE MONIQUE"
"﻿Isère","CENTRE ISERE","0383377P","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE SAINT JOSEPH","110 chemin DES PLANTEES ",,,38470,"SERRE-NERPOL",476642411,476642411,"ce.0383377P@ac-grenoble.fr",,"LE DIRECTEUR : MME DELMOTTE MONIQUE"
"Isère","BASSIN GRENOBLOIS","0380072X","Public","COLLEGE PIERRE DUBOIS","17 avenue du Général de Gaulle ",,,38170,"SEYSSINET-PARISET",476844535,476498097,"ce.0380072X@ac-grenoble.fr",,"LE PRINCIPAL : MME XEUXET LAURENCE
LE PRINCIPAL ADJOINT : MME POUCHOT-CAMOZ-GANDOR PASCALE
LE GESTIONNAIRE : M. IBOUD LAURENT
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0382780R","Public","LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BERGES","10 rue Aimé Bouchayer ",,"BP31",38171,"SEYSSINET-PARISET",476264242,476264551,"ce.0382780R@ac-grenoble.fr","https://aristide-berges.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. INES DAVID
LE PROVISEUR ADJOINT : MME BELTRAN EMILIE
LE GESTIONNAIRE : MME MOUSSIER MYRIAM
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0382431L","Public","COLLEGE MARC SANGNIER","1 rue JOSEPH MOUTIN ",,,38180,"SEYSSINS",476211732,476492447,"ce.0382431L@ac-grenoble.fr","https://sangnier-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME HERTZOG-MALENFANT BARBARA
LE PRINCIPAL ADJOINT : MME BELLEMARRE ELIETE
LE GESTIONNAIRE : MME THUEL CLAIRE
L AGENT COMPTABLE : MME MOUSSIER MYRIAM"
"Isère","BASSIN GRENOBLOIS","0383552E","Privé hors-contrat","ECOLE TECHNOLOGIQUE PRIVEE IFBEM ENSEIGNEMENTS PROFESSION","18 rue DU DAUPHINE ",,,38180,"SEYSSINS",480159918,,"ce.0383552E@ac-grenoble.fr","http://www.ifbem.fr","LE DIRECTEUR : MME MERMOZ ANNICK"
"Isère","ISERE RHODANIENNE","0382115T","Public","COLLEGE CLAUDE ET GERMAIN GRANGE","279 montée BON ACCUEIL ",,,38200,"SEYSSUEL",474853954,474317278,"ce.0382115T@ac-grenoble.fr","https://grange-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME MAILLARD CAMILLE
LE PRINCIPAL ADJOINT : MME RODRIGUEZ MARTINE
LE GESTIONNAIRE : MME MONTEL PASCALE
L AGENT COMPTABLE : M. GUILLAUD LUC"
"Isère","ISERE RHODANIENNE","0382173F","Public","SEGPA CLG CLAUDE  ET GERMAIN  GRANGE","279 montée BON ACCUEIL ",,,38200,"SEYSSUEL",474853954,474317278,"ce.0382173F@ac-grenoble.fr","http://www.ac-grenoble.fr/college/grange.seyssuel/spip.php?article17","LE PRINCIPAL : MME MAILLARD CAMILLE
LE PRINCIPAL ADJOINT : MME DEBOVE ESTELLE
LE GESTIONNAIRE : MME MONTEL PASCALE
L AGENT COMPTABLE : M. GUILLAUD LUC"
"﻿Isère","NORD ISERE","0382705J","Public","COLLEGE PHILIPPE COUSTEAU","101 rue DE L' EGLISE ",,,38230,"TIGNIEU-JAMEYZIEU",478323321,472460110,"ce.0382705J@ac-grenoble.fr","https://cousteau-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : MME BROT RACHEL
LE PRINCIPAL ADJOINT : MME CAUQUIL STEPHANIE
LE GESTIONNAIRE : M. BAILLY HERVE
L AGENT COMPTABLE : M. ROUGE MICKAEL"
"Isère","CENTRE ISERE","0380067S","Public","COLLEGE CONDORCET","Rue DE LA CONTAMINE ",,"BP56",38210,"TULLINS",476078352,476077450,"ce.0380067S@ac-grenoble.fr","http://www.ac-grenoble.fr/college/tullins.condorcet/","LE PRINCIPAL : M. CAILLET PHILIPPE
LE PRINCIPAL ADJOINT : MME MOYROUD ARLAUD NATHALIE
LE GESTIONNAIRE : MME JOUBERT AURELIE
L AGENT COMPTABLE : MME AMROUNI ANNE-FRANCE"
"Isère","BASSIN GRENOBLOIS","0383260M","Public","COLLEGE JULES VERNE","Rue DU CHAMP NIGAT ",,,38760,"VARCES-ALLIERES-ET-RISSET",476734900,476729348,"ce.0383260M@ac-grenoble.fr","https://julesverne-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. GENEVOIS LIONEL
LE GESTIONNAIRE : MME GADD MARIE-CHRISTINE
L AGENT COMPTABLE : M. MONNIER OLIVIER"
"Isère","ISERE RHODANIENNE","0382430K","Public","COLLEGE DE L'ISLE","53 quai Frédéric Mistral ",,,38200,"VIENNE",474315167,474317156,"ce.0382430K@ac-grenoble.fr","http://www.ac-grenoble.fr/college/isle.vienne","LE PRINCIPAL : M. JACQUIS SEBASTIEN
LE PRINCIPAL ADJOINT : M. BAUBET PIERRIC
LE GESTIONNAIRE : MME MOREAU MARIE-AGNES
L AGENT COMPTABLE : M. GUILLAUD LUC"
"Isère","ISERE RHODANIENNE","0381907S","Public","COLLEGE FRANCOIS PONSARD","1 place ANDRE RIVOIRE ",,,38200,"VIENNE",474788940,474788943,"ce.0381907S@ac-grenoble.fr","http://www.clg-ponsard.org","LE PRINCIPAL : M. BONTE PASCAL
LE PRINCIPAL ADJOINT : MME THIVEUX STEPHANIE
LE GESTIONNAIRE : M. FOURNET LAURENT
L AGENT COMPTABLE : M. GUILLAUD LUC"
"Isère","ISERE RHODANIENNE","0382583B","Privé sous-contrat","COLLEGE PRIVE ROBIN","4 place Saint-Pierre ",,"BP329",38204,"VIENNE",474530121,,"ce.0382583B@ac-grenoble.fr","http://www.institution-robin.com","LE DIRECTEUR : M. TORRESAN JEREMY
LE DIRECTEUR ADJOINT : MME DIAS LILIANE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME BOYER CAMILLE"
"Isère","ISERE RHODANIENNE","0382195E","Privé sous-contrat","COLLEGE PRIVE SAINT CHARLES","1 place DES CAPUCINS ",,"BP267",38217,"VIENNE",474537715,,"ce.0382195E@ac-grenoble.fr","http://www.saint-charles-vienne.com","LE DIRECTEUR : M. COUPREAU SAMMY
LE DIRECTEUR ADJOINT : MME MONTERO OLIVIA"
"﻿Isère","ISERE RHODANIENNE","0383472T","Privé hors-contrat","ECOLE 2D DEGRE GENERAL PRIVEE ESTHETIQUE DE VIENNE","12 rue LAURENT FLORENTIN ",,,38200,"VIENNE",474310724,,"ce.0383472T@ac-grenoble.fr","http://www.ecole-esthetique-vienne.fr","LE DIRECTEUR : MME DEVOUASSOUX VALÉRIE"
"Isère","ISERE RHODANIENNE","0381886U","Public","LEGT AGRICOLE DE VIENNE SEYSSUEL","Montée bon accueil VIEUX CHEMIN","MONTEE BON ACCUEIL      ",,38206,"VIENNE",474851863,474530559,"legta.vienne@educagri.fr",,"LE PROVISEUR : M. KABACINSKI PIERRE
LE PROVISEUR ADJOINT : MME TATOT FRÉDÉRIQUE
LE GESTIONNAIRE : MME CHAIX C. 
L AGENT COMPTABLE : M. CHERVET E. "
"Isère","ISERE RHODANIENNE","0380083J","Public","LPO LYCEE DES METIERS GALILEE","124 avenue GENERAL LECLERC ",,"BP145",38209,"VIENNE",474530013,474317797,"ce.0380083J@ac-grenoble.fr","https://galilee.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. BENAVENTE ALAIN
LE PROVISEUR ADJOINT : MME SCHOENBORN ELISABETH
LE GESTIONNAIRE : MME SAUVAGE EMMANUELLE
L AGENT COMPTABLE : M. GUILLAUD LUC"
"Isère","ISERE RHODANIENNE","0382854W","Privé sous-contrat","LYCEE GENERAL ET TECHNOL PR SAINT CHARLES","1 place DES CAPUCINS ",,"BP267",38201,"VIENNE",474537715,,"ce.0382854W@ac-grenoble.fr","https://institution-saint-charles.fr","LE DIRECTEUR : M. COUPREAU SAMMY
LE DIRECTEUR ADJOINT : M. BEILLIMAZ FRANCOIS"
"Isère","ISERE RHODANIENNE","0380081G","Public","LYCEE POLYVALENT ELLA FITZGERALD","4 route Départementale 502 ",,"CS01019",38200,"VIENNE",474537453,474537454,"ce.0380081G@ac-grenoble.fr","http://www.ac-grenoble.fr/lycee/ella-fitzgerald","LE PROVISEUR : M. CHASTEL NICOLAS
LE PROVISEUR ADJOINT : MME TERKI WAHIBA
LE GESTIONNAIRE : M. GUILLAUD LUC
L AGENT COMPTABLE : M. GUILLAUD LUC
L  ADJOINT AU CHEF D ETABLISSEMENT : MME HERMANT AURELIE"
"Isère","ISERE RHODANIENNE","0381678T","Privé sous-contrat","LYCEE POLYVALENT PRIVE ROBIN","4 place Saint-Pierre ",,"BP329",38204,"VIENNE",474530121,474537588,"ce.0381678T@ac-grenoble.fr","http://www.institution-robin.com","LE DIRECTEUR : M. TORRESAN JEREMY
LE DIRECTEUR ADJOINT : MME BOYER CAMILLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. DROUIN OLIVIER"
"Isère","ISERE RHODANIENNE","0381910V","Public","SEGPA CLG FRANCOIS PONSARD","1 place ANDRE RIVOIRE ",,,38200,"VIENNE",474788940,474788943,"ce.0381910V@ac-grenoble.fr","http://www.ac-grenoble.fr/college/ponsard","LE PRINCIPAL : M. BONTE PASCAL
LE PRINCIPAL ADJOINT : MME BROSSARD YASMINA
LE GESTIONNAIRE : M. FOURNET LAURENT
L AGENT COMPTABLE : M. GUILLAUD LUC"
"﻿Isère","BASSIN GRENOBLOIS","0382039K","Public","COLLEGE LE MASSEGU","1 rue DU 19 MARS 1962 ",,,38450,"VIF",476725156,476727321,"ce.0382039K@ac-grenoble.fr","http://college-le-massegu-vif.web.ac-grenoble.fr","LE PRINCIPAL : MME PIERRE BES ISABELLE
LE PRINCIPAL ADJOINT : MME JESSEL MARION
LE GESTIONNAIRE : MME BOHIN SANDRYNE
L AGENT COMPTABLE : M. POIDEVIN YANNICK"
"Isère","BASSIN GRENOBLOIS","0381778B","Public","COLLEGE BELLEDONNE","1 avenue DE BELLEDONNE ",,,38190,"VILLARD-BONNOT",476457920,476456171,"ce.0381778B@ac-grenoble.fr","https://belledonne-isere.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. DAL MOLIN PATRICE
LE PRINCIPAL ADJOINT : M. GIMEL ERIC
LE GESTIONNAIRE : MME LEPLUS AURELIE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE"
"Isère","BASSIN GRENOBLOIS","0383263R","Public","LYCEE GENERAL ET TECHNOLOGIQUE MARIE REYNOARD","20 rue LOUIS NEEL ",,,38190,"VILLARD-BONNOT",438921828,438921827,"ce.0383263R@ac-grenoble.fr","https://marie-reynoard.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. BEYLIER PHILIPPE
LE PROVISEUR ADJOINT : M. LUU-VAN PASCAL
LE GESTIONNAIRE : M. LEVY JEAN-CLAUDE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE"
"Isère","BASSIN GRENOBLOIS","0382429J","Public","COLLEGE JEAN PREVOST","470 rue DE TINTAINE ",,"BP62",38250,"VILLARD-DE-LANS",476951441,476951998,"ce.0382429J@ac-grenoble.fr","http://jean-prevost.elycee.rhonealpes.fr","LE PRINCIPAL : M. LEMONSU ERIC
LE PRINCIPAL ADJOINT : MME VARENNE ELODIE
LE GESTIONNAIRE : MME COCHET AURELIE"
"Isère","BASSIN GRENOBLOIS","0380097Z","Public","LYCEE CLIMATIQUE ET SPORTIF JEAN PREVOST","470 rue DE TINTAINE ",,"BP62",38250,"VILLARD-DE-LANS",476951441,476951998,"ce.0380097Z@ac-grenoble.fr","https://jean-prevost.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. LEMONSU ERIC
LE PROVISEUR ADJOINT : MME SIMON CHRISTELLE
LE GESTIONNAIRE : MME COCHET AURELIE"
"Isère","NORD ISERE","0382104F","Public","COLLEGE LOUIS ARAGON","Impasse Paul Bert ",,,38090,"VILLEFONTAINE",474963414,,"ce.0382104F@ac-grenoble.fr","https://aragon-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME MILLE EMMANUELLE
LE PRINCIPAL ADJOINT : MME KOURITAL SABAH
LE GESTIONNAIRE : MME ROUX HELENE
L AGENT COMPTABLE : MME BLANC CHRISTELLE"
"Isère","NORD ISERE","0382864G","Public","COLLEGE RENE  CASSIN","11 chaussée DES SAULES ",,,38090,"VILLEFONTAINE",474961104,,"ce.0382864G@ac-grenoble.fr","https://cassin-isere.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME BESSUEILLE SANDRINE
LE GESTIONNAIRE : MME LOMBARD ROBIN PASCALE
L AGENT COMPTABLE : MME BLANC CHRISTELLE"
