"Département","Circonscription","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable","Collège de secteur","GPS latitude","GPS longitude","Nb classes","Effectif"
"Isère","VOIRON 3","0381932U","Public","ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL","10 place de la Mairie ",,,38950,"SAINT-MARTIN-LE-VINOUX",476464551,,"ce.0381932U@ac-grenoble.fr",,"LE DIRECTEUR : MME MATHIEU MAGALI","CLG CHARTREUSE","45.203652557917","5.7163685057206",6,133
"﻿Isère","GRENOBLE-MONTAGNE","0381137E","Public","ECOLE MATERNELLE PUBLIQUE","160 rue de la fonderie d'or ",,,38930,"SAINT-MAURICE-EN-TRIEVES",476347159,,"ce.0381137E@ac-grenoble.fr",,"LE DIRECTEUR : MME BACKES JUDITH","CLG DU TRIEVES","44.764621259096","5.6634745506844",1,18
"Isère","VIENNE 2","0382192B","Public","ECOLE ELEMENTAIRE PUBLIQUE GIVRAY","7 rue des Ecoles ",,,38550,"SAINT-MAURICE-L'EXIL",474863054,474867012,"ce.0382192B@ac-grenoble.fr",,"LE DIRECTEUR : MME SERRES PATRICIA","CLG FREDERIC MISTRAL","45.388959829647","4.7841758736187",6,139
"Isère","VIENNE 2","0382897T","Public","ECOLE ELEMENTAIRE PUBLIQUE MESSIDOR","Rue Jacques Brel ",,,38550,"SAINT-MAURICE-L'EXIL",474297236,474867029,"ce.0382897T@ac-grenoble.fr",,"LE DIRECTEUR : M. GHEBBANO CYRILLE","CLG FREDERIC MISTRAL","45.39486828396","4.7733969120805",6,141
"Isère","VIENNE 2","0383153W","Public","ECOLE ELEMENTAIRE PUBLIQUE PORT VIEUX","21 rue Anne Franck ",,,38550,"SAINT-MAURICE-L'EXIL",474863799,474866893,"ce.0383153W@ac-grenoble.fr",,"LE DIRECTEUR : M. CAILLAUX SIMON","CLG FREDERIC MISTRAL","45.385839284094","4.7799089567507",8,200
"Isère","VIENNE 2","0382766A","Public","ECOLE MATERNELLE PUBLIQUE GIVRAY","6 rue des Ecoles ",,,38550,"SAINT-MAURICE-L'EXIL",474864630,,"ce.0382766A@ac-grenoble.fr",,"LE DIRECTEUR : MME BURNICHON STEPHANIE","CLG FREDERIC MISTRAL","45.388975341271","4.7837673329877",3,69
"Isère","VIENNE 2","0382007A","Public","ECOLE MATERNELLE PUBLIQUE PORT VIEUX","21 place Pierre et Marie Curie ",,,38550,"SAINT-MAURICE-L'EXIL",474862981,,"ce.0382007A@ac-grenoble.fr",,"LE DIRECTEUR : MME DRAPPIER SOPHIE","CLG FREDERIC MISTRAL","45.385902979526","4.7804350452197",4,97
"Isère","VIENNE 2","0382329A","Public","ECOLE MATERNELLE PUBLIQUE PRAIRIAL","33 rue de la Commune ",,,38550,"SAINT-MAURICE-L'EXIL",474860445,,"ce.0382329A@ac-grenoble.fr",,"LE DIRECTEUR : MME KIEFER CLAIRE","CLG FREDERIC MISTRAL","45.396795068902","4.7751458588302",4,73
"Isère","HAUT-GRESIVAUDAN","0381142K","Public","ECOLE PRIMAIRE PUBLIQUE","19 place Roger Durieux ","Repidon                 ",,38530,"SAINT-MAXIMIN",476973184,,"ce.0381142K@ac-grenoble.fr",,"LE DIRECTEUR : MME MARTINENT BERENGERE","CLG MARCEL CHENE","45.426417936709","6.0379250481739",4,90
"Isère","BIEVRE-VALLOIRE","0383054N","Public","ECOLE MATERNELLE PUBLIQUE"," ","LE VILLAGE              ",,38590,"SAINT-MICHEL-DE-SAINT-GEOIRS",476655815,,"ce.0383054N@ac-grenoble.fr",,"LE DIRECTEUR : MME SGARRA INGRID","CLG ROSE VALLAND","45.305556563505","5.357016075357",1,23
"Isère","GRENOBLE 5","0381146P","Public","ECOLE PRIMAIRE LES ETERLOUS ECOLE PRIMAIRE LES ETERLOUS","10 place Saint Mury ",,,38190,"SAINT-MURY-MONTEYMOND",476716677,,"ce.0381146P@ac-grenoble.fr",,"LE DIRECTEUR : MME CANDELIER CAROLINE","CLG BELLEDONNE","45.219282278694","5.9278745226085",2,42
"﻿Isère","GRENOBLE 5","0382161T","Public","ECOLE ELEMENTAIRE PUBLIQUE DU MANIVAL","79 chemin de la Mairie ",,,38330,"SAINT-NAZAIRE-LES-EYMES",476523150,,"ce.0382161T@ac-grenoble.fr",,"LE DIRECTEUR : MME ROUSSET CLAUDE","CLG GRESIVAUDAN","45.247809682707","5.8505061295362",7,175
"Isère","GRENOBLE 5","0382091S","Public","ECOLE MATERNELLE PUBLIQUE","223 chemin Emile Gandy ",,,38330,"SAINT-NAZAIRE-LES-EYMES",476521726,,"ce.0382091S@ac-grenoble.fr",,"LE DIRECTEUR : MME VERMEULEN DELAET INGRID","CLG GRESIVAUDAN","45.248283874759","5.8499308763703",4,101
"Isère","VOIRON 2","0381149T","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE BOURG                ",,38500,"SAINT-NICOLAS-DE-MACHERIN",476553878,,"ce.0381149T@ac-grenoble.fr",,"LE DIRECTEUR : M. REPELLIN PATRICE","CLG DES COLLINES","45.39922010426","5.6054769719906",4,98
"Isère","FONTAINE-VERCORS","0381150U","Public","ECOLE PRIMAIRE PUBLIQUE","104 allée du vallons ",,,38250,"SAINT-NIZIER-DU-MOUCHEROTTE",476534396,476534396,"ce.0381150U@ac-grenoble.fr",,"LE DIRECTEUR : M. ANTHONY HERRERO","CLG JEAN PREVOST","45.169798400513","5.6289550492498",5,116
"Isère","VOIRON 2","0381151V","Public","ECOLE ELEMENTAIRE PUBLIQUE","937 route du Centre ",,,38490,"SAINT-ONDRAS",476310010,,"ce.0381151V@ac-grenoble.fr",,"LE DIRECTEUR : MME POITEVIN LAURENCE","CLG MARCEL BOUVIER","45.517988425569","5.5471544359117",3,69
"Isère","BIEVRE-VALLOIRE","0381154Y","Public","ECOLE MATERNELLE PUBLIQUE"," ","LE VILLAGE              ",,38140,"SAINT-PAUL-D'IZEAUX",476359874,,"ce.0381154Y@ac-grenoble.fr",,"LE DIRECTEUR : MME SIEFFERT VERONIQUE","CLG ROSE VALLAND","45.31644207602","5.4309589629289",1,20
"Isère","GRENOBLE-MONTAGNE","0381153X","Public","ECOLE PRIMAIRE PUBLIQUE","355 chemin de Coper ",,,38760,"SAINT-PAUL-DE-VARCES",476728262,,"ce.0381153X@ac-grenoble.fr",,"LE DIRECTEUR : MME RIVIERE LISE","CLG JULES VERNE","45.072151477039","5.647135983751",12,290
"Isère","BIEVRE-VALLOIRE","0381160E","Public","ECOLE PRIMAIRE PUBLIQUE","35 allée du Rocher ",,,38870,"SAINT-PIERRE-DE-BRESSIEUX",474201031,,"ce.0381160E@ac-grenoble.fr",,"LE DIRECTEUR : MME MARCONNET MARIE","CLG MARCEL MARIOTTE","45.316054228306","5.2878748706202",3,57
"Isère","VOIRON 3","0381164J","Public","ECOLE PRIMAIRE PUBLIQUE ST HUGUES","1244 route de Flin ",,,38380,"SAINT-PIERRE-DE-CHARTREUSE",476886387,,"ce.0381164J@ac-grenoble.fr",,"LE DIRECTEUR : M. LEGER ANTOINE","CLG LE GRAND SOM","45.323346455573","5.8054296956648",4,88
"Isère","SAINT MARCELLIN","0381165K","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE BOURG                ",,38160,"SAINT-PIERRE-DE-CHERENNES",476384852,,"ce.0381165K@ac-grenoble.fr",,"LE DIRECTEUR : MME RICHTER ANNE","CLG RAYMOND GUELEN","45.121578987415","5.3618153113607",2,34
"﻿Isère","GRENOBLE 4 / DSDEN38","0381168N","Public","ECOLE ELEMENTAIRE PUBLIQUE LUCIE BAUD","Rue de la Communale ",,,38220,"SAINT-PIERRE-DE-MESAGE",476682167,,"ce.0381168N@ac-grenoble.fr",,"LE DIRECTEUR : MME BURNET AXELLE","CLG LES MATTONS","45.051993665732","5.7641283326752",2,32
"Isère","VIENNE 2","0381189L","Public","ECOLE PRIMAIRE PUBLIQUE","148 rue du village ",,,38370,"SAINT-PRIM",474564155,,"ce.0381189L@ac-grenoble.fr",,"LE DIRECTEUR : MME BEAURAIN STEPHANIE","CLG FREDERIC MISTRAL","45.44446233807","4.7925089020221",5,119
"Isère","BOURGOIN JALLIEU 3","0381173U","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE FRANCOISE DOLTO","135 rue Centrale ",,,38070,"SAINT-QUENTIN-FALLAVIER",474944770,474944770,"ce.0381173U@ac-grenoble.fr",,"LE DIRECTEUR : MME LEFEBRE ALEXANDRA","Aucune information","45.632773773954","5.1093543523378",6,139
"Isère","BOURGOIN JALLIEU 3","0382137S","Public","ECOLE ELEMENTAIRE PUBLIQUE LES MARRONNIERS","90 rue des Prunus ",,"BP16",38070,"SAINT-QUENTIN-FALLAVIER",474941144,474941144,"ce.0382137S@ac-grenoble.fr",,"LE DIRECTEUR : M. CARACAS JEAN-PAUL","CLG LES ALLINGES","45.630147775296","5.1105639610013",8,157
"Isère","BOURGOIN JALLIEU 3","0382162U","Public","ECOLE ELEMENTAIRE PUBLIQUE LES TILLEULS","19 rue du Lac ",,,38070,"SAINT-QUENTIN-FALLAVIER",474942953,,"ce.0382162U@ac-grenoble.fr",,"LE DIRECTEUR : MME HODOT CECILE","CLG LES ALLINGES","45.631697052238","5.1120096940024",5,119
"Isère","BOURGOIN JALLIEU 3","0382015J","Public","ECOLE MATERNELLE PUBLIQUE BELLEVUE"," ","CIDEX 49 RUE BELLEVUE   ",,38070,"SAINT-QUENTIN-FALLAVIER",474942426,,"ce.0382015J@ac-grenoble.fr",,"LE DIRECTEUR : MME DUPONT LAURENCE","CLG LES ALLINGES","45.63295880338","5.105727669034",3,66
"Isère","BOURGOIN JALLIEU 3","0382136R","Public","ECOLE MATERNELLE PUBLIQUE LES MARRONNIERS","Rue des Marronniers Cidex 44 ",,,38070,"SAINT-QUENTIN-FALLAVIER",614130418,,"ce.0382136R@ac-grenoble.fr",,"LE DIRECTEUR : M. LETORT AURELIEN","CLG LES ALLINGES","45.630447571515","5.110909211369",3,71
"Isère","BOURGOIN JALLIEU 3","0382691U","Public","ECOLE PRIMAIRE PUBLIQUE LES MOINES   GS9","86 impasse du Héron ",,,38070,"SAINT-QUENTIN-FALLAVIER",614133932,474942342,"ce.0382691U@ac-grenoble.fr",,"LE DIRECTEUR : MME PAULIN CHANTAL","CLG LES ALLINGES","45.626108452966","5.1341612984119",6,132
"Isère","SAINT MARCELLIN","0381192P","Public","ECOLE ELEMENTAIRE PUBLIQUE LOUIS PERGAUD","441 rue du Vercors ","LE BOURG                ",,38210,"SAINT-QUENTIN-SUR-ISERE",476936051,,"ce.0381192P@ac-grenoble.fr",,"LE DIRECTEUR : MME DONNAY SANDRINE","CLG CONDORCET","45.280055604183","5.5435658123989",5,112
"Isère","SAINT MARCELLIN","0382259Z","Public","ECOLE MATERNELLE PUBLIQUE","440 rue du Vercors ",,,38210,"SAINT-QUENTIN-SUR-ISERE",476936573,,"ce.0382259Z@ac-grenoble.fr",,"LE DIRECTEUR : MME ALLERA-GRIMALDI MURIEL","CLG CONDORCET","45.280299443114","5.542747484461",2,47
"﻿Isère","PONT DE CHERUY","0381195T","Public","ECOLE PRIMAIRE VICTOR HUGO","Passage Victor Martelin ",,,38460,"SAINT-ROMAIN-DE-JALIONAS",474909131,,"ce.0381195T@ac-grenoble.fr",,"LE DIRECTEUR : MME MAIRY NATHALIE","CLG LAMARTINE","45.75316384606","5.2188641179546",14,338
"Isère","VIENNE 2","0381197V","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE VILLAGE              ",,38150,"SAINT-ROMAIN-DE-SURIEU",474844853,,"ce.0381197V@ac-grenoble.fr",,"LE DIRECTEUR : MME CARBONNEL NADEGE","CLG DE L'EDIT","45.386559166076","4.8851284037508",3,76
"Isère","SAINT MARCELLIN","0382607C","Public","ECOLE MATERNELLE PUBLIQUE"," ","LE VILLAGE              ",,38160,"SAINT-ROMANS",476640509,,"ce.0382607C@ac-grenoble.fr",,"LE DIRECTEUR : MME GAITET DOMINIQUE","CLG RAYMOND GUELEN","45.115068086455","5.3274574607821",3,75
"Isère","SAINT MARCELLIN","0382620S","Public","ECOLE PRIMAIRE"," ","Le village              ",,38160,"SAINT-ROMANS",476383191,,"ce.0382620S@ac-grenoble.fr",,"LE DIRECTEUR : MME EXERTIER KAREN","CLG RAYMOND GUELEN","45.115068086455","5.3274574607821",6,138
"Isère","SAINT MARCELLIN","0382465Y","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE BOURG                ",,38160,"SAINT-SAUVEUR",476380152,,"ce.0382465Y@ac-grenoble.fr",,"LE DIRECTEUR : MME HIREL LAURENCE","CLG LE SAVOURET","45.152759666588","5.3385505997492",6,123
"Isère","BOURGOIN JALLIEU 1","0382710P","Public","ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ABEL","65 rue des Auberges ",,,38300,"SAINT-SAVIN",474288731,,"ce.0382710P@ac-grenoble.fr",,"LE DIRECTEUR : M. CHIRITIAN PASCAL","CLG SALVADOR ALLENDE","45.627473533481","5.3104201736192",7,173
"Isère","BOURGOIN JALLIEU 1","0382727H","Public","ECOLE MATERNELLE PUBLIQUE","150 rue de la Poste ",,,38300,"SAINT-SAVIN",474289197,,"ce.0382727H@ac-grenoble.fr",,"LE DIRECTEUR : MME DOUCET-RIGAUD ESTELLE","CLG SALVADOR ALLENDE","45.626727067047","5.3112364435879",4,102
"Isère","BOURGOIN JALLIEU 1","0381205D","Public","ECOLE PRIMAIRE PUBLIQUE PIERRE COQUAND"," ","LE BOURG                ",,38300,"SAINT-SAVIN",474289838,,"ce.0381205D@ac-grenoble.fr",,"LE DIRECTEUR : MME LACROIX CHRISTINE","CLG SALVADOR ALLENDE","45.626727067047","5.3112364435879",6,148
"Isère","BIEVRE-VALLOIRE","0381175W","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE NOTRE DAME","35 rue du Souvenir ",,,38870,"SAINT-SIMEON-DE-BRESSIEUX",474201364,474201364,"ce.0381175W@ac-grenoble.fr",,"LE DIRECTEUR : MME BUCCI SOFIA","Aucune information","45.32818881894","5.2576858777626",7,132
"Isère","BIEVRE-VALLOIRE","0381564U","Public","ECOLE MATERNELLE PUBLIQUE LA JALINIERE","153 rue des Chênes ",,,38870,"SAINT-SIMEON-DE-BRESSIEUX",427698408,474200622,"ce.0381564U@ac-grenoble.fr",,"LE DIRECTEUR : M. GARNIER PHILIPPE","CLG MARCEL MARIOTTE","45.326938126121","5.2607383219516",4,98
"﻿Isère","BIEVRE-VALLOIRE","0382163V","Public","ECOLE PRIMAIRE","34 rue du Carroussel ",,,38870,"SAINT-SIMEON-DE-BRESSIEUX",474200469,,"ce.0382163V@ac-grenoble.fr",,"LE DIRECTEUR : M. PILIA POITEAUX BENJAMIN","CLG MARCEL MARIOTTE","45.327947967568","5.2615838569129",7,145
"Isère","LA TOUR DU PIN","0381210J","Public","ECOLE PRIMAIRE PUBLIQUE"," ","Le village              ",,38510,"SAINT-SORLIN-DE-MORESTEL",474800117,,"ce.0381210J@ac-grenoble.fr",,"LE DIRECTEUR : MME GAILLARD CELINE","CLG FRANCOIS AUGUSTE RAVIER","45.636228683792","5.4752801709848",2,42
"Isère","VIENNE 1","0381176X","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LA SOURCE","592 rue des Ecoles ",,,38200,"SAINT-SORLIN-DE-VIENNE",963620406,474578008,"ce.0381176X@ac-grenoble.fr",,"LE DIRECTEUR : MME BLANC ANNE-CECILE","Aucune information","45.467521744138","4.9433555091294",4,70
"Isère","VIENNE 1","0381211K","Public","ECOLE PRIMAIRE PUBLIQUE LA FOURNACHE"," ","LE VILLAGE              ",,38200,"SAINT-SORLIN-DE-VIENNE",474578988,,"ce.0381211K@ac-grenoble.fr","https://ecole-la-fournache-saint-sorlin-de-vienne.web.ac-grenoble.fr","LE DIRECTEUR : M. LABOULLE ERIC","CLG DE L'ISLE","45.467432471813","4.9427891376137",5,107
"Isère","VOIRON 2","0381212L","Public","ECOLE ELEMENTAIRE PUBLIQUE","84 rue des Ecoliers ",,,38620,"SAINT-SULPICE-DES-RIVOIRES",476071504,,"ce.0381212L@ac-grenoble.fr",,"LE DIRECTEUR : MME BORLET MARIE","CLG DES COLLINES","45.468857084774","5.6096273235763",1,18
"Isère","GRENOBLE-MONTAGNE","0383565U","Public","ECOLE PRIMAIRE","250 route de Cholonge ",,,38119,"SAINT-THEOFFREY",476839775,,"ce.0383565U@ac-grenoble.fr",,"LE DIRECTEUR : M. DUTCKOWSKI STEPHANE","CLG LOUIS MAUBERRET","44.98994036784","5.768721659176",4,98
"Isère","SAINT MARCELLIN","0382757R","Public","ECOLE PRIMAIRE PUBLIQUE","2 ter rue de l'église ",,,38160,"SAINT-VERAND",476382496,,"ce.0382757R@ac-grenoble.fr",,"LE DIRECTEUR : MME ARNAUD FLORENCE","CLG LE SAVOURET","45.173440280354","5.3326160377983",6,135
"Isère","LA TOUR DU PIN","0382635H","Public","ECOLE PRIMAIRE","70 route de Torchefelon ",,,38110,"SAINT-VICTOR-DE-CESSIEU",474334974,,"ce.0382635H@ac-grenoble.fr",,"LE DIRECTEUR : M. SINEYEN JOSEPH","CLG LES DAUPHINS","45.540884663188","5.3925272284691",10,217
"Isère","LA TOUR DU PIN","0381930S","Public","ECOLE PRIMAIRE PUBLIQUE","Place de la Mairie ",,,38510,"SAINT-VICTOR-DE-MORESTEL",474330601,,"ce.0381930S@ac-grenoble.fr",,"LE DIRECTEUR : M. FRAGEY BASIL","CLG FRANCOIS AUGUSTE RAVIER","45.697302398186","5.5038167510709",4,86
"Isère","HAUT-GRESIVAUDAN","0381224Z","Public","ECOLE PRIMAIRE PUBLIQUE DOUDARD DE LAGREE","305 rue Aimé Paquet ",,,38660,"SAINT-VINCENT-DE-MERCUZE",476084338,,"ce.0381224Z@ac-grenoble.fr",,"LE DIRECTEUR : MME BISCONDI HELENE","CLG LA PIERRE AIGUILLE","45.377873710184","5.9493019380041",6,137
"﻿Isère","GRENOBLE 5","0382636J","Public","ECOLE ELEMENTAIRE PUBLIQUE","246 chemin de la mairie ",,,38190,"SAINTE-AGNES",476456807,,"ce.0382636J@ac-grenoble.fr",,"LE DIRECTEUR : MME DUSSY-LACHAUD VERONIQUE","CLG BELLEDONNE","45.236495033783","5.9222614869547",3,54
"Isère","BOURGOIN JALLIEU 3","0380966U","Public","ECOLE PRIMAIRE PUBLIQUE ANDRE FRENOD","80 montée d'Estrablin ",,,38440,"SAINTE-ANNE-SUR-GERVONDE",474583320,,"ce.0380966U@ac-grenoble.fr",,"LE DIRECTEUR : MME AFONSO PASCALE","CLG FERNAND BOUVIER","45.499912953978","5.2333624085688",4,89
"Isère","LA TOUR DU PIN","0380985P","Public","ECOLE PRIMAIRE PUBLIQUE","16 chemin de l'étang ",,,38110,"SAINTE-BLANDINE",474975120,,"ce.0380985P@ac-grenoble.fr",,"LE DIRECTEUR : MME WIELAND DELPHINE","CLG LES DAUPHINS","45.545215543793","5.4391394805975",5,105
"Isère","HAUT-GRESIVAUDAN","0381100P","Public","ECOLE ELEMENTAIRE PUBLIQUE","Route Nationale ",,,38660,"SAINTE-MARIE-D'ALLOIX",476459208,476459208,"ce.0381100P@ac-grenoble.fr",,"LE DIRECTEUR : MME LA RUSSA ALIX","CLG LA PIERRE AIGUILLE","45.378658564739","5.9656454194043",2,48
"Isère","BOURGOIN JALLIEU 1","0381226B","Public","ECOLE PRIMAIRE PUBLIQUE","997 rue du Village ",,,38890,"SALAGNON",474924259,474277189,"ce.0381226B@ac-grenoble.fr",,"LE DIRECTEUR : MME BERGERON KARINE","CLG FREDERIC DARD","45.668072595845","5.360081156231",7,159
"Isère","VIENNE 2","0381179A","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT JUST","18 rue Danièle Casanova ",,,38150,"SALAISE-SUR-SANNE",474295737,474295737,"ce.0381179A@ac-grenoble.fr",,"LE DIRECTEUR : MME BLANC ANNE-CECILE","Aucune information","45.343619371106","4.8200046118921",2,36
"Isère","VIENNE 2","0382564F","Public","ECOLE ELEMENTAIRE PUBLIQUE FLOREAL","Impasse Jean Bouin ",,,38150,"SALAISE-SUR-SANNE",474860064,474295025,"ce.0382564F@ac-grenoble.fr",,"LE DIRECTEUR : M. VALLA ROMAIN","CLG JEAN FERRAT","45.342774223362","4.8149192880951",9,221
"Isère","VIENNE 2","0382825P","Public","ECOLE ELEMENTAIRE PUBLIQUE JOLIOT CURIE","45 passage Joliot Curie ",,,38150,"SALAISE-SUR-SANNE",474862872,474294566,"ce.0382825P@ac-grenoble.fr",,"LE DIRECTEUR : MME HUET AURELIE","CLG JEAN FERRAT","45.355338907287","4.8026435836678",5,113
"Isère","VIENNE 2","0381231G","Public","ECOLE MATERNELLE PUBLIQUE JOLIOT CURIE"," ","LES CITES               ",,38150,"SALAISE-SUR-SANNE",474295001,,"ce.0381231G@ac-grenoble.fr",,"LE DIRECTEUR : MME THENEGAL AURORE","CLG JEAN FERRAT","45.356590727131","4.8009722654738",3,61
"Isère","VIENNE 2","0382306A","Public","ECOLE MATERNELLE PUBLIQUE P. PICASSO","24 rue Auguste Delaune ",,,38150,"SALAISE-SUR-SANNE",474294595,,"ce.0382306A@ac-grenoble.fr",,"LE DIRECTEUR : MME MUSUMECI LAURE","CLG JEAN FERRAT","45.341688694373","4.8157651495913",3,76
"﻿Isère","BIEVRE-VALLOIRE","0381237N","Public","ECOLE PRIMAIRE PUBLIQUE","133 chemin Neuf ",,,38260,"SARDIEU",474204814,,"ce.0381237N@ac-grenoble.fr",,"LE DIRECTEUR : MME BALSAM LAURENCE","CLG JONGKIND","45.368098950998","5.212800538859",4,78
"Isère","FONTAINE-VERCORS","0382164W","Public","ECOLE ELEMENTAIRE PUBLIQUE LE CHATEAU","4 rue Paul Verlaine ",,,38360,"SASSENAGE",476276715,,"ce.0382164W@ac-grenoble.fr",,"LE DIRECTEUR : M. GUICHON PIERRE","CLG ALEXANDRE FLEMING","45.214745855692","5.6589877623411",6,137
"Isère","FONTAINE-VERCORS","0383152V","Public","ECOLE ELEMENTAIRE PUBLIQUE LES PIES","4 rue du Parc de Messkirch ",,,38360,"SASSENAGE",476264574,,"ce.0383152V@ac-grenoble.fr",,"LE DIRECTEUR : M. DOUTRELEAU BERNARD","CLG ALEXANDRE FLEMING","45.200603213262","5.6675910128721",10,253
"Isère","FONTAINE-VERCORS","0383030M","Public","ECOLE ELEMENTAIRE PUBLIQUE VERCORS","28 rue du Gua ",,,38360,"SASSENAGE",476274035,,"ce.0383030M@ac-grenoble.fr",,"LE DIRECTEUR : M. FUGA CURTO STEVENS","CLG ALEXANDRE FLEMING","45.209235456673","5.663007568643",9,185
"Isère","FONTAINE-VERCORS","0382193C","Public","ECOLE MATERNELLE PUBLIQUE LE CHATEAU","4 rue Paul Verlaine ",,,38360,"SASSENAGE",476276702,,"ce.0382193C@ac-grenoble.fr",,"LE DIRECTEUR : MME PLANCON CAMILLE","CLG ALEXANDRE FLEMING","45.214924832385","5.6594169287962",3,59
"Isère","FONTAINE-VERCORS","0382225M","Public","ECOLE MATERNELLE PUBLIQUE LES PIES   B","4 rue du Parc Messkirch ",,,38360,"SASSENAGE",476263902,,"ce.0382225M@ac-grenoble.fr",,"LE DIRECTEUR : M. FABIEN HUBANS","CLG ALEXANDRE FLEMING","45.200333116012","5.6679603996051",6,132
"Isère","FONTAINE-VERCORS","0381238P","Public","ECOLE MATERNELLE PUBLIQUE VERCORS","2 rue François Gérin ",,,38360,"SASSENAGE",476532260,,"ce.0381238P@ac-grenoble.fr",,"LE DIRECTEUR : MME EMILIE RAYNAUD","CLG ALEXANDRE FLEMING","45.208792803028","5.661546237519",4,100
"Isère","FONTAINE-VERCORS","0381245X","Public","ECOLE PRIMAIRE PUBLIQUE RIVOIRE DE LA DAME","1 rue des Parcs ",,,38360,"SASSENAGE",476263406,,"ce.0381245X@ac-grenoble.fr",,"LE DIRECTEUR : MME MAITREJEAN CORINE","CLG ALEXANDRE FLEMING","45.214552543919","5.6512032161081",5,105
"Isère","BOURGOIN JALLIEU 3","0381246Y","Public","ECOLE ELEMENTAIRE PUBLIQUE","246 montée des lurons ",,,38290,"SATOLAS-ET-BONCE",474902055,,"ce.0381246Y@ac-grenoble.fr",,"LE DIRECTEUR : MME BEY ANTHEA","CLG ANNE FRANK","45.694502035674","5.1248965446042",7,171
"Isère","BOURGOIN JALLIEU 3","0382764Y","Public","ECOLE MATERNELLE PUBLIQUE","160 Montée des lurons ","MONTEE DES LURONS       ",,38290,"SATOLAS-ET-BONCE",474902857,,"ce.0382764Y@ac-grenoble.fr",,"LE DIRECTEUR : MME GOULET CATHERINE","CLG ANNE FRANK","45.694502035674","5.1248965446042",4,101
"﻿Isère","BOURGOIN JALLIEU 3","0381250C","Public","ECOLE PRIMAIRE PUBLIQUE MEPIN"," ","LE BOURG                ",,38440,"SAVAS-MEPIN",474586271,,"ce.0381250C@ac-grenoble.fr",,"LE DIRECTEUR : MME DREVES CELINE","CLG FERNAND BOUVIER","45.488657407645","5.0700703153129",4,76
"Isère","GRENOBLE 4 / DSDEN38","0381251D","Public","ECOLE PRIMAIRE PUBLIQUE","110 allée des écoles ",,,38220,"SECHILIENNE",456599696,,"ce.0381251D@ac-grenoble.fr",,"LE DIRECTEUR : MME TROPRES CAROLE","CLG LES MATTONS","45.05501788855","5.8341369526238",4,86
"Isère","VIENNE 1","0382073X","Public","ECOLE PRIMAIRE PUBLIQUE CLAUDIUS MOUSSIER","20 place Cecillon du Perrier ",,,38780,"SEPTEME",474582631,,"ce.0382073X@ac-grenoble.fr",,"LE DIRECTEUR : MME DAMAS ANNE-CHRISTIE","CLG FRANCOIS PONSARD","45.553167164913","5.0037047317128",9,204
"Isère","BOURGOIN JALLIEU 1","0381257K","Public","ECOLE PRIMAIRE PUBLIQUE EUGENE ROBERT","70 route de Succieu ",,,38300,"SEREZIN-DE-LA-TOUR",967459079,,"ce.0381257K@ac-grenoble.fr",,"LE DIRECTEUR : M. FOLLIET JEROME","CLG PRE BENIT","45.557268268009","5.3439653495923",5,111
"Isère","BOURGOIN JALLIEU 1","0381260N","Public","ECOLE PRIMAIRE PUBLIQUE DES COULEURS","1 place DE L'ECOLE ",,,38510,"SERMERIEU",474330670,474807350,"ce.0381260N@ac-grenoble.fr",,"LE DIRECTEUR : M. BLAVET SYLVAIN","CLG FREDERIC DARD","45.669684945084","5.4115364396794",7,165
"Isère","VIENNE 1","0381263S","Public","ECOLE PRIMAIRE PUBLIQUE ECOLE PRIMAIRE DES ACACIAS","104 route du village ",,,38200,"SERPAIZE",474579363,,"ce.0381263S@ac-grenoble.fr",,"LE DIRECTEUR : MME ROLEWSKI ANNE","CLG CLAUDE ET GERMAIN GRANGE","45.558724654616","4.918022154253",11,267
"Isère","SAINT MARCELLIN","0383374L","Privé hors-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT-JOSEPH","110 chemin des plantées ",,,38470,"SERRE-NERPOL",476642411,476642411,"ce.0383374L@ac-grenoble.fr",,"LE DIRECTEUR : MME DELMOTTE MONIQUE","CLG JOSEPH CHASSIGNEUX","45.251187481131","5.365290304287",4,31
"Isère","SAINT MARCELLIN","0380804T","Public","ECOLE PRIMAIRE","235 route de Vinay ",,,38470,"SERRE-NERPOL",476642660,,"ce.0380804T@ac-grenoble.fr",,"LE DIRECTEUR : MME LAVASTRE VIRGINIE","CLG JOSEPH CHASSIGNEUX","45.257979482775","5.3742262840838",1,24
