"Dernière mise à jour","Type d'entité","Insee (ou Siren) ","SIREN","Nom","Intercommunalité","Territoire","Adhésion TE38","Population totale","Adresse complète","CP","Ville","Téléphone","Mail","Nouvelle entité de rattachement","Collège au comité syndical"
"18/12/2024 16:03:09","Commune",38424,213804248,"Saint-Maurice-en-Trièves","CC du Trièves",7,"OUI",183,"2 PLACE MAURITIUS",38930,"SAINT-MAURICE-EN-TRIÈVES","04 76 34 72 28","mairie.saint-maurice@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38425,213804255,"Saint-Maurice-l'Exil","CC Entre Bièvre et Rhône",3,"OUI",6636,"33 RUE DE LA COMMUNE 1871 - BP 10444",38550,"SAINT-MAURICE-L'EXIL","04 74 86 23 61","mairie@ville-st-maurice-exil.fr",,1
"05/06/2024 09:30:58","Commune",38426,213804263,"Saint-Maximin","CC Le Grésivaudan",9,"OUI",669,"19 PLACE ROGER DURIEUX - RÉPIDON - BP 22",38530,"SAINT-MAXIMIN","04 76 97 60 19","mairie@stmaximin38.fr",,1
"18/12/2024 16:03:14","Commune",38427,213804271,"Saint-Michel-de-Saint-Geoirs","CC Bièvre Isère",4,"OUI",297,"1550 ROUTE DE LA FORTERESSE",38590,"SAINT-MICHEL-DE-SAINT-GEOIRS","04 76 65 48 83","secretariat@mairiesmsg.fr",,1
"08/01/2025 10:12:30","Commune",38428,213804289,"Saint-Michel-en-Beaumont","CC de la Matheysine",7,"OUI",31,"52 CHEMIN DE LA MAIRIE",38350,"SAINT-MICHEL-EN-BEAUMONT","04 76 30 41 28","mairie@saint-michel-en-beaumont.fr",,1
"05/06/2024 11:05:38","Commune",38429,213804297,"Saint-Michel-les-Portes","CC du Trièves",7,"OUI",293,"1 PLACE DE LA MAIRIE - LE VILLAGE",38650,"SAINT-MICHEL-LES-PORTES","04 76 34 01 58","mairie@saint-michel-les-portes.fr",,1
"05/06/2024 09:30:58","Commune",38430,213804305,"Saint-Mury-Monteymond","CC Le Grésivaudan",9,"OUI",336,"LA PALUD - 49 IMPASSE DE LA MAIRIE",38190,"SAINT-MURY-MONTEYMOND","04 76 71 43 92","mairiestmury-monteymond@wanadoo.fr",,1
"05/06/2024 09:30:58","Commune",38431,213804313,"Saint-Nazaire-les-Eymes","CC Le Grésivaudan",9,"OUI",3081,"385 CHEMIN DU VILLAGE",38330,"SAINT-NAZAIRE-LES-EYMES","04 76 52 24 29","secretariat@mairie-sne.fr",,1
"18/12/2024 16:03:11","Commune",38432,213804321,"Saint-Nicolas-de-Macherin","CA du Pays Voironnais",5,"OUI",978,"180 ROUTE DE CHIRENS",38500,"SAINT-NICOLAS-DE-MACHERIN","04 76 06 01 54","mairie.stnicolasdemacherin@wanadoo.fr",,1
"05/06/2024 11:05:38","Commune",38433,213804339,"Saint-Nizier-du-Moucherotte","CC du Massif du Vercors",6,"OUI",1135,"190 ROUTE DES 4 MONTAGNES",38250,"SAINT-NIZIER-DU-MOUCHEROTTE","04 76 53 42 20","mairie.stnizier@vercors.org",,1
"05/06/2024 10:04:18","Commune",38434,213804347,"Saint-Ondras","CC Les Vals du Dauphiné",2,"OUI",664,"937 ROUTE DU CENTRE",38490,"SAINT-ONDRAS","04 76 32 06 19","mairie.saint-ondras@orange.fr",,1
"18/12/2024 16:03:14","Commune",38437,213804370,"Saint-Paul-d'Izeaux","CC Bièvre Isère",4,"OUI",305,"75 LE VILLAGE",38140,"SAINT-PAUL-D'IZEAUX","04 76 93 81 91","commune.stpauldizeaux@wanadoo.fr",,1
"08/01/2025 10:12:31","Commune",38438,213804388,"Saint-Paul-lès-Monestier","CC du Trièves",7,"OUI",280,"LE VILLAGE",38650,"SAINT-PAUL-LÈS-MONESTIER","04 76 34 03 13","splm38@orange.fr",,1
"08/01/2025 10:12:32","Commune",38446,213804461,"Saint-Pierre-d'Entremont","CC Coeur de Chartreuse",5,"OUI",583,"28 PLACE DE LA MAIRIE",38380,"SAINT-PIERRE-D'ENTREMONT","04 79 65 80 53","mairie.stpierredentremont38@wanadoo.fr",,1
"18/12/2024 16:03:14","Commune",38440,213804404,"Saint-Pierre-de-Bressieux","CC Bièvre Isère",4,"OUI",786,"25 ROUTE DU VILLAGE",38870,"SAINT-PIERRE-DE-BRESSIEUX","04 74 20 06 02","accueil@mairie-spb38.com",,1
"18/12/2024 16:03:12","Commune",38442,213804420,"Saint-Pierre-de-Chartreuse","CC Coeur de Chartreuse",5,"OUI",965,"8 PLACE DE LA MAIRIE",38380,"SAINT-PIERRE-DE-CHARTREUSE","04 76 88 60 18","accueil@saintpierredechartreuse.fr",,1
"05/06/2024 11:05:38","Commune",38443,213804438,"Saint-Pierre-de-Chérennes","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",482,"45 RUE DE LA BASCULE",38160,"SAINT-PIERRE-DE-CHERENNES","04 76 38 50 73","st.pierre.de.cherennes@wanadoo.fr",,1
"08/01/2025 10:12:30","Commune",38444,213804446,"Saint-Pierre-de-Méaroz","CC de la Matheysine",7,"OUI",114,"1027 ROUTE DE L'OBIOU",38350,"SAINT-PIERRE DE MÉAROTZ","04 76 30 41 66","mairie.st-pierre-de-mearotz@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38448,213804487,"Saint-Prim","CC Entre Bièvre et Rhône",3,"OUI",1436,"153 RUE DU VILLAGE",38370,"SAINT-PRIM","04 74 56 42 70","mairiedesaintprim@wanadoo.fr",,1
"05/06/2024 09:23:00","Commune",38449,213804495,"Saint-Quentin-Fallavier","CA Porte de l'Isère (C.A.P.I)",2,"OUI",6175,"1 RUE DE L'HÔTEL DE VILLE",38070,"SAINT-QUENTIN-FALLAVIER","04 74 94 88 00","secretariat@sqf38.fr",,1
"05/06/2024 11:05:38","Commune",38450,213804503,"Saint-Quentin-sur-Isère","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1501,"481 RUE DU VERCORS",38210,"SAINT-QUENTIN-SUR-ISÈRE","04 76 93 60 08","mairie@saint-quentin-sur-isere.fr",,1
"05/06/2024 09:23:00","Commune",38451,213804511,"Saint-Romain-de-Jalionas","CC Les Balcons du Dauphiné",1,"OUI",3436,"560 RUE DU STADE",38460,"SAINT-ROMAIN-DE-JALIONAS","04 74 90 76 01","contact@mairiestromaindejalionas.fr",,1
"08/01/2025 10:12:33","Commune",38452,213804529,"Saint-Romain-de-Surieu","CC Entre Bièvre et Rhône",3,"OUI",437,"33 ROUTE DE LA CHAPELLE",38150,"SAINT-ROMAIN-DE-SURIEU","04 74 84 42 60","mairie.saintromain@entre-bievreetrhone.fr",,1
"18/12/2024 16:03:14","Commune",38453,213804537,"Saint-Romans","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1841,"292 GRANDE RUE",38160,"SAINT-ROMANS","04 76 38 46 17","mairie@saint-romans.fr",,1
"08/01/2025 10:12:34","Commune",38454,213804545,"Saint-Sauveur","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",2162,"5 BIS RUE DES GÉRANIUMS",38160,"SAINT-SAUVEUR","04 76 38 11 41","mairie@stsauveur38.fr",,1
"05/06/2024 09:23:00","Commune",38455,213804552,"Saint-Savin","CA Porte de l'Isère (C.A.P.I)",2,"OUI",4359,"LE VILLAGE",38300,"SAINT-SAVIN","04 74 28 92 40","mairie@saintsavin-isere.fr",,1
"18/12/2024 16:03:14","Commune",38457,213804578,"Saint-Siméon-de-Bressieux","CC Bièvre Isère",4,"OUI",3106,"409 GRANDE RUE",38870,"SAINT-SIMÉON-DE-BRESSIEUX","04 74 20 00 22","accueil.ssb38@gmail.com",,1
"08/01/2025 10:12:31","Commune",38458,213804586,"Saint-Sorlin-de-Morestel","CC Les Balcons du Dauphiné",1,"OUI",619,"PLACE DU 8 MAI 1945",38510,"SAINT-SORLIN-DE-MORESTEL","04 74 80 12 31","secretariatssm@gmail.com",,1
"08/01/2025 10:12:32","Commune",38459,213804594,"Saint-Sorlin-de-Vienne","CA Vienne Condrieu",3,"OUI",977,"90 MONTÉE DE L'ÉGLISE",38200,"SAINT-SORLIN-DE-VIENNE","04 74 57 80 15","mairie@stsorlindevienne.fr",,1
"18/12/2024 16:03:12","Commune",38460,213804602,"Saint-Sulpice-des-Rivoires","CA du Pays Voironnais",5,"OUI",441,"84 RUE DES ÉCOLIERS",38620,"SAINT-SULPICE-DES-RIVOIRES","04 76 07 52 50","mairie.saintsulpicedesrivoires@paysvoironnais.com",,1
"18/12/2024 16:03:09","Commune",38462,213804628,"Saint-Théoffrey","CC de la Matheysine",7,"OUI",599,"PETICHET - ROUTE NATIOLNALE 85",38119,"SAINT-THÉOFFREY","04 76 83 90 79","mairie.sainttheoffrey@orange.fr",,1
"05/06/2024 11:05:39","Commune",38463,213804636,"Saint-Vérand","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",1778,"412 LE VILLAGE",38160,"SAINT-VÉRAND","04 76 38 11 05","mairie@saint-verand-38.fr",,1
"18/12/2024 16:03:14","Commune",38464,213804644,"Saint-Victor-de-Cessieu","CC Les Vals du Dauphiné",2,"OUI",2238,"62 PLACE DE L'ÉGLISE",38110,"SAINT-VICTOR-DE-CESSIEU","04 74 33 40 80","mairie@saintvictordecessieu.fr",,1
"08/01/2025 10:12:30","Commune",38465,213804651,"Saint-Victor-de-Morestel","CC Les Balcons du Dauphiné",1,"OUI",1135,"17 PLACE DE LA MAIRIE",38510,"SAINT-VICTOR-DE-MORESTEL","04 74 80 12 46","mairie.saintvictordemorestel@gmail.com",,1
"18/12/2024 16:03:12","Commune",38350,213803505,"Sainte-Agnès","CC Le Grésivaudan",9,"OUI",576,"LA VILLE - 294 CHEMIN DE LA MAIRIE",38190,"SAINTE-AGNÈS","04 76 71 48 85","mairie@sainte-agnes.fr",,1
"08/01/2025 10:12:34","Commune",38358,213803588,"Sainte-Anne-sur-Gervonde","CC Bièvre Isère",4,"OUI",758,"1 PLACE DE LA LIBERTÉ",38440,"SAINTE-ANNE-SUR-GERVONDE","04 74 58 36 33","mairie@steannemairie.fr",,1
"21/03/2024 12:45:11","Commune",38369,213803695,"Sainte-Blandine","CC Les Vals du Dauphiné",2,"OUI",1026,"4 ROUTE DU CLAVEL",38110,"SAINTE-BLANDINE","04 74 97 25 38","mairie@sainteblandine.fr",,1
"08/01/2025 10:12:29","Commune",38414,213804149,"Sainte-Luce","CC de la Matheysine",7,"OUI",43,"325 ROUTE DES FONTANIOUS",38970,"SAINTE-LUCE","04 76 30 02 83","contact@mairie-sainteluce.fr",,1
"18/12/2024 16:03:12","Commune",38417,213804172,"Sainte-Marie-d'Alloix","CC Le Grésivaudan",9,"OUI",495,"PLACE DE LA MAIRIE",38660,"SAINTE-MARIE-D-ALLOIX","04 76 08 44 13","mairie@saintemariedalloix.fr",,1
"05/06/2024 09:30:58","Commune",38418,213804180,"Sainte-Marie-du-Mont","CC Le Grésivaudan",9,"OUI",237,"430 ROUTE DES PRES",38660,"SAINTE-MARIE-DU-MONT","04 76 08 55 59","contact@sainte-marie-du-mont.fr",,1
"05/06/2024 09:23:00","Commune",38467,213804677,"Salagnon","CC Les Balcons du Dauphiné",1,"OUI",1497,"60 PLACE DU SOUVENIR",38890,"SALAGNON","04 74 92 40 51","mairiesalagnon@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38468,213804685,"Salaise-sur-Sanne","CC Entre Bièvre et Rhône",3,"OUI",4577,"19 RUE AVIT NICOLAS",38150,"SALAISE-SUR-SANNE","04 74 29 00 80","secretariat@mairie-salaise-sur-sanne.fr",,1
"18/12/2024 16:03:09","Commune",38469,213804693,"Salette-Fallavaux (La)","CC de la Matheysine",7,"OUI",77,"31 ROUTE DU PÊCHIER - HAMEAU DE L'ÉGLISE",38970,"LA SALETTE-FALLAVAUX","04 76 30 01 72","mairie-lasalette@wanadoo.fr",,1
"08/01/2025 10:12:30","Commune",38470,213804701,"Salle-en-Beaumont (La)","CC de la Matheysine",7,"OUI",354,"1671 ROUTE NAPOLEON - LE BOURG",38350,"LA SALLE-EN-BEAUMONT","04 76 30 40 39","mairielasalleenbeaumont@orange.fr",,1
"05/06/2024 09:23:01","Commune",38473,213804735,"Sardieu","CC Bièvre Isère",4,"OUI",1195,"131 CHEMIN NEUF",38260,"SARDIEU","04 74 20 24 69","mairie.sardieu@wanadoo.fr",,1
"14/01/2025 09:07:24","Commune",38475,213804750,"Satolas-et-Bonce","CA Porte de l'Isère (C.A.P.I)",2,"OUI",2553,"159 ALLÉE DU CHÂTEAU",38290,"SATOLAS-ET-BONCE","04 74 90 22 97","mairie@satolasetbonce.fr",,1
"18/12/2024 16:03:10","Commune",38476,213804768,"Savas-Mépin","CC Bièvre Isère",4,"OUI",898,"571 ROUTE DU VILLAGE",38440,"SAVAS-MÉPIN","04 74 58 54 12","mairie-de-savas-mepin@orange.fr",,1
"18/12/2024 16:03:13","Commune",38480,213804800,"Septème","CA Vienne Condrieu",3,"OUI",2185,"330 PLACE CÉCILLON DU PERRIER",38780,"SEPTEME","04 74 58 26 58","mairie.septeme@wanadoo.fr",,1
"05/06/2024 09:23:00","Commune",38481,213804818,"Sérézin-de-la-Tour","CA Porte de l'Isère (C.A.P.I)",2,"OUI",1167,"50 ROUTE DE NIVOLAS",38300,"SÉRÉZIN-DE-LA-TOUR","04 74 27 91 09","mairie.serezindelatour@orange.fr",,1
"05/06/2024 09:23:00","Commune",38483,213804834,"Sermérieu","CC Les Balcons du Dauphiné",1,"OUI",1694,"60 PLACE DE LA MAIRIE",38510,"SERMÉRIEU","04 74 80 16 79","accueil@sermerieu.fr",,1
"18/12/2024 16:03:13","Commune",38484,213804842,"Serpaize","CA Vienne Condrieu",3,"OUI",2140,"115 PLACE DU 19 MARS 1962",38200,"SERPAIZE","04 74 57 98 17","secretariat@mairie-serpaize.fr",,1
"18/12/2024 16:03:14","Commune",38275,213802754,"Serre-Nerpol","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",352,"233 ROUTE DE VINAY",38470,"SERRE-NERPOL","04 76 64 26 56","mairie@serrenerpol.fr",,1
"18/12/2024 16:03:13","Commune",38487,213804875,"Seyssuel","CA Vienne Condrieu",3,"OUI",2131,"PLACE DE LA MAIRIE",38200,"SEYSSUEL","04 74 85 15 24","secretariat@seyssuel.fr",,1
"18/12/2024 16:03:14","Commune",38488,213804883,"Siccieu-Saint-Julien-et-Carisieu","CC Les Balcons du Dauphiné",1,"OUI",608,"1 PLACE DE LA MAIRIE",38460,"SICCIEU SAINT-JULIEN ET CARISIEU","04 74 83 81 09","mairiessjc@gmail.com",,1
"18/12/2024 16:03:09","Commune",38489,213804891,"Siévoz","CC de la Matheysine",7,"OUI",134,"128 RUE DE LA FAYOLLE",38350,"SIEVOZ","04 76 30 98 10","mairie-de-sievoz@alsatis.net",,1
"18/12/2024 16:03:14","Commune",38490,213804909,"Sillans","CC Bièvre Isère",4,"OUI",1972,"384 RUE DE LA RÉPUBLIQUE",38590,"SILLANS","04 76 93 81 26","service-administratif@mairie-sillans.com",,1
"05/06/2024 11:05:39","Commune",38492,213804925,"Sinard","CC du Trièves",7,"OUI",737,"51 PLACE DE LA MAIRIE",38650,"SINARD","04 76 34 07 19","contact@sinard.fr",,1
"18/12/2024 16:03:14","Commune",38494,213804941,"Soleymieu","CC Les Balcons du Dauphiné",1,"OUI",821,"23 ROUTE DE COURTENAY",38460,"SOLEYMIEU","04 74 92 81 13","mairie@soleymieu.fr",,1
"08/01/2025 10:12:31","Commune",38495,213804958,"Sône (La)","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",597,"8 RUE DE L'ANCIEN PONT",38840,"LA SÔNE","04 76 64 41 15","mairie.la.sone@wanadoo.fr",,1
"18/12/2024 16:03:13","Commune",38496,213804966,"Sonnay","CC Entre Bièvre et Rhône",3,"OUI",1299,"30 PLACE DE L'ÉGLISE",38150,"SONNAY","04 74 84 05 72","mairie-sonnay@wanadoo.fr",,1
"18/12/2024 16:03:09","Commune",38497,213804974,"Sousville","CC de la Matheysine",7,"OUI",145,"LE PIVOL - 26 CHEMIN DU TAPAS",38350,"SOUSVILLE","04 76 81 35 83","mairie.sousville@wanadoo.fr",,1
"05/06/2024 09:23:00","Commune",38498,213804982,"Succieu","CA Porte de l'Isère (C.A.P.I)",2,"OUI",773,"10 LE VILLAGE",38300,"SUCCIEU","04 74 92 00 42","mairie@succieu.fr",,1
"08/01/2025 10:12:32","Commune",38407,200064459,"Sure en Chartreuse (La)","CA du Pays Voironnais",5,"OUI",1087,"SAINT JULIEN DE RATZ - 1 PLACE DES CHARMINELLES",38134,"LA SURE EN CHARTREUSE","04 76 56 31 20","mairie@lasurenchartreuse.fr",,1
"18/12/2024 16:03:09","Commune",38499,213804990,"Susville","CC de la Matheysine",7,"OUI",1179,"18 IMPASSE DU STADE",38350,"SUSVILLE","04 76 81 05 12","accueil@susville.fr",,1
"08/01/2025 10:12:32","Commune",38500,213805005,"Têche","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",602,"575 RUE DU BOURG",38470,"TÊCHE","04 76 36 74 26","mairie.teche@wanadoo.fr",,1
"05/06/2024 09:30:58","Commune",38501,213805013,"Tencin","CC Le Grésivaudan",9,"OUI",2164,"59 ROUTE DU LAC",38570,"TENCIN","04 76 71 36 14","mairie-de-tencin@tencin.fr",,1
"05/06/2024 09:30:58","Commune",38503,213805039,"Terrasse (La)","CC Le Grésivaudan",9,"OUI",2604,"102 PLACE DE LA MAIRIE",38660,"LA TERRASSE","04 76 08 20 14","bienvenue@mairie-laterrasse.fr",,1
"05/06/2024 09:30:58","Commune",38504,213805047,"Theys","CC Le Grésivaudan",9,"OUI",2099,"1 PLACE DE L'ÉGLISE",38570,"THEYS","04 76 71 05 47","accueil@theys.fr",,1
"05/06/2024 10:04:18","Commune",38505,213805054,"Thodure","CC Bièvre Isère",4,"OUI",805,"163 ROUTE DE BEAUREPAIRE",38260,"THODURE","04 74 54 05 56","mairie.thodure@wanadoo.fr",,1
"18/12/2024 16:03:11","Commune",38507,213805070,"Tignieu-Jameyzieu","CC Les Balcons du Dauphiné",1,"OUI",7938,"PLACE DE LA MAIRIE - BP 1",38230,"TIGNIEU-JAMEYZIEU","04 78 32 23 59","mairie@tignieu-jameyzieu.fr",,1
"18/12/2024 16:03:11","Commune",38508,213805088,"Torchefelon","CC Les Vals du Dauphiné",2,"OUI",846,"21 ROUTE DU VILLAGE",38690,"TORCHEFELON","04 74 92 26 05","secretariat@torchefelon.fr",,1
"05/06/2024 10:04:18","Commune",38509,213805096,"Tour-du-Pin (La)","CC Les Vals du Dauphiné",2,"OUI",8341,"6 RUE DE L'HÔTEL DE VILLE",38110,"LA TOUR-DU-PIN","04 74 83 24 44","mairie@latourdupin.fr",,1
"08/01/2025 10:12:33","Commune",38512,213805120,"Tramolé","CC Bièvre Isère",4,"OUI",814,"25 MONTEE CROIX CHEVALIER",38300,"TRAMOLÉ","04 74 92 00 07","secretariat@mairie-tramole.fr",,1
"05/06/2024 11:05:39","Commune",38513,213805138,"Treffort","CC du Trièves",7,"OUI",282,"484 RUE PRINCIPALE",38650,"TREFFORT","04 76 34 05 68","mairie.treffort38@wanadoo.fr",,1
"05/06/2024 11:05:39","Commune",38514,213805146,"Tréminis","CC du Trièves",7,"OUI",198,"L'ÉGLISE",38710,"TRÉMINIS","04 76 34 73 39","mairietreminis@orange.fr",,1
"18/12/2024 16:03:14","Commune",38515,213805153,"Trept","CC Les Balcons du Dauphiné",1,"OUI",2179,"1 PLACE DE LA MAIRIE",38460,"TREPT","04 74 92 83 87","mairie@trept.fr",,1
"18/12/2024 16:03:14","Commune",38517,213805179,"Tullins","CA du Pays Voironnais",5,"OUI",7832,"CLOS DES CHARTREUX CS 20058",38347,"TULLINS CEDEX","04 76 07 00 05","contact@ville-tullins.fr",,1
"08/01/2025 10:12:32","Commune",38560,200083491,"Val-de-Virieu","CC Les Vals du Dauphiné",2,"OUI",1562,"2 RUE DE BARBENIÈRE",38730,"VAL-DE-VIRIEU","04 74 88 21 42","secretariat@valdevirieu.fr",,1
"18/12/2024 16:03:09","Commune",38518,213805187,"Valbonnais","CC de la Matheysine",7,"OUI",526,"740 RUE PRINCIPALE",38740,"VALBONNAIS","04 76 30 21 19","communedevalbonnais@wanadoo.fr",,1
"18/12/2024 16:03:12","Commune",38519,213805195,"Valencin","CC COLL'in Communauté",2,"OUI",2942,"2186 PLACE ELIE VIDAL",38540,"VALENCIN","04 78 96 13 06","contact@mairie-valencin.fr",,1
"18/12/2024 16:03:11","Commune",38520,213805203,"Valencogne","CC Les Vals du Dauphiné",2,"OUI",697,"PLACE DE LA MAIRIE",38730,"VALENCOGNE","04 74 88 25 92","mairie@valencogne.fr",,1
"08/01/2025 10:12:32","Commune",38521,213805211,"Valette (La)","CC de la Matheysine",7,"OUI",64,"170 ROUTE DES GIRAUDS",38350,"LA VALETTE","04 76 81 21 32","mairie-la-valette@orange.fr",,1
"18/12/2024 16:03:09","Commune",38522,213805229,"Valjouffrey","CC de la Matheysine",7,"OUI",157,"LA CHALP - 331 ROUTE DE PRES CLOS",38740,"VALJOUFFREY","04 76 30 22 28","mairie-de-valjouffrey@orange.fr",,1
"18/12/2024 16:03:14","Commune",38523,213805237,"Varacieux","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",865,"PLACE DU 19 MARS 1962",38470,"VARACIEUX","04 76 64 22 29","varacieux@mairie-varacieux.fr",,1
"18/12/2024 16:03:14","Commune",38525,213805252,"Vasselin","CC Les Balcons du Dauphiné",1,"OUI",470,"306 RUE DE LA FORGE",38890,"VASSELIN","04 74 80 12 81","mairie@vasselin.fr",,1
"18/12/2024 16:03:14","Commune",38526,213805260,"Vatilieu","CC Saint-Marcellin Vercors Isère Communauté",6,"OUI",372,"LE VILLAGE",38470,"VATILIEU","04 76 07 09 02","vatilieu.mairie@orange.fr",,1
"24/05/2024 10:23:09","Commune",38527,213805278,"Vaujany","CC de l'Oisans",8,"OUI",350,"11 ROUTE DE LA COUR BASSE",38114,"VAUJANY","04 76 80 70 95","accueil@vaujany.fr",,1
"05/06/2024 09:23:00","Commune",38530,213805302,"Vaulx-Milieu","CA Porte de l'Isère (C.A.P.I)",2,"OUI",2554,"7 PLACE DE L'ÉGLISE",38090,"VAULX-MILIEU","04 74 94 27 64","mairie.vaulx-milieu@wanadoo.fr",,1
"18/12/2024 16:03:12","Commune",38531,213805310,"Velanne","CA du Pays Voironnais",5,"OUI",571,"13 PLACE DE LA MAIRIE",38620,"VELANNE","04 76 07 61 15","mairie@velanne.fr",,1
"18/12/2024 16:03:11","Commune",38532,213805328,"Vénérieu","CC Les Balcons du Dauphiné",1,"OUI",995,"146 MONTÉE DE MOILLAN",38460,"VÉNÉRIEU","04 74 92 83 76","mairie.venerieu@orange.fr",,1
"18/12/2024 16:03:14","Commune",38535,213805351,"Vernas","CC Les Balcons du Dauphiné",1,"OUI",269,"124 RUE GRANDE",38460,"VERNAS","04 74 95 11 65","mairiedeverna@orange.fr",,1
"08/01/2025 10:12:33","Commune",38536,213805369,"Vernioz","CC Entre Bièvre et Rhône",3,"OUI",1496,"23 MONTEE DE LA MAIRIE",38150,"VERNIOZ","04 74 84 42 43","mairie.vernioz@entre-bievreetrhone.fr",,1
"05/06/2024 09:23:00","Commune",38537,213805377,"Verpillière (La)","CA Porte de l'Isère (C.A.P.I)",2,"OUI",7593,"PLACE DU DOCTEUR OGIER",38290,"LA VERPILLIÈRE","04 74 94 00 03","accueil@laverpilliere.fr",,1
"18/12/2024 16:03:12","Commune",38538,213805385,"Versoud (Le)","CC Le Grésivaudan",9,"OUI",5040,"309 RUE DES DEYMES",38420,"LE VERSOUD","04 76 77 12 64","mairie@ville-leversoud.fr",,1
"18/12/2024 16:03:14","Commune",38539,213805393,"Vertrieu","CC Les Balcons du Dauphiné",1,"OUI",622,"1 PLACE DE LA MAIRIE",38390,"VERTRIEU","04 74 90 61 68","vertrieu.secretariat@orange.fr",,1
"18/12/2024 16:03:14","Commune",38542,213805427,"Veyssilieu","CC Les Balcons du Dauphiné",1,"OUI",341,"1 PLACE DU VILLAGE",38460,"VEYSSILIEU","04 74 90 25 29","mairie.veyssilieu@wanadoo.fr",,1
"08/01/2025 10:12:32","Commune",38543,213805435,"Vézeronce-Curtin","CC Les Balcons du Dauphiné",1,"OUI",2235,"25 PLACE DE LA MAIRIE",38510,"VÉZÉRONCE-CURTIN","04 74 80 12 27","mairie-vezeronce-curtin@wanadoo.fr",,1
"05/06/2024 10:04:19","Commune",38544,213805443,"Vienne","CA Vienne Condrieu",3,"OUI",31422,"17 PLACE DE L'HOTEL DE VILLE - BP 126",38209,"VIENNE CEDEX","04 74 78 30 00","accueil@mairie-vienne.fr",,1
"18/12/2024 16:03:11","Commune",38546,213805468,"Vignieu","CC Les Balcons du Dauphiné",1,"OUI",973,"1 PLACE DE LA PAIX",38890,"VIGNIEU","04 74 92 56 96","mairie@vignieu.fr",,1
"05/06/2024 09:22:59","Commune",38292,200063972,"Villages du Lac de Paladru","CA du Pays Voironnais",5,"OUI",2645,"PALADRU - 306 RUE DE LA MORGERIE",38850,"VILLAGES DU LAC DE PALADRU","04 76 32 30 53","villageslacpaladru@orange.fr",,1
"05/06/2024 11:05:39","Commune",38548,213805484,"Villard-de-Lans","CC du Massif du Vercors",6,"OUI",4537,"62 PLACE PIERRE CHABERT",38250,"VILLARD-DE-LANS","04 76 94 50 00","info@villard-de-lans.fr",,1
"18/12/2024 16:03:09","Commune",38549,213805492,"Villard-Notre-Dame","CC de l'Oisans",8,"OUI",31,"PLACE JOSEPH PAGANON",38520,"VILLARD-NOTRE-DAME","06 49 82 13 99","villardnotredame@wanadoo.fr",,1
"08/01/2025 10:12:32","Commune",38550,213805500,"Villard-Reculas","CC de l'Oisans",8,"OUI",66,"1 ROUTE D'HUEZ",38114,"VILLARD-RECULAS","04 76 80 33 33","secretariat@mairievr.fr",,1
"24/05/2024 10:23:28","Commune",38551,213805518,"Villard-Reymond","CC de l'Oisans",8,"OUI",42,"489 CHEMIN DES CHALETS",38520,"VILLARD-REYMOND","04 76 80 60 64","contact-mairie@villard-reymond.fr",,1
"18/12/2024 16:03:09","Commune",38552,213805526,"Villard-Saint-Christophe","CC de la Matheysine",7,"OUI",409,"32 PLACE DE LA MAIRIE",38119,"VILLARD-SAINT-CHRISTOPHE","04 76 83 06 82","mvsc@orange.fr",,1
"08/10/2024 15:51:44","Commune",38556,213805567,"Ville-sous-Anjou","CC Entre Bièvre et Rhône",3,"OUI",1209,"PLACE DE LA MAIRIE",38150,"VILLE-SOUS-ANJOU","04 74 84 04 55","mairie@ville-sous-anjou.fr",,1
"05/06/2024 09:23:00","Commune",38553,213805534,"Villefontaine","CA Porte de l'Isère (C.A.P.I)",2,"OUI",19333,"PLACE PIERRE MENDÈS France - BP 88",38090,"VILLEFONTAINE","04 74 96 00 00","mairie@mairie-villefontaine.fr",,1
"18/12/2024 16:03:14","Commune",38554,213805542,"Villemoirieu","CC Les Balcons du Dauphiné",1,"OUI",1926,"654 RUE LAMARTINE",38460,"VILLEMOIRIEU","04 74 90 72 76","mairie@villemoirieu.com",,1
"18/12/2024 16:03:10","Commune",38555,213805559,"Villeneuve-de-Marc","CC Bièvre Isère",4,"OUI",1192,"70 RUE DU VILLAGE",38440,"VILLENEUVE-DE-MARC","04 74 58 51 21","mairie-villeneuve-de-marc@orange.fr",,1
"18/12/2024 16:03:13","Commune",38558,213805583,"Villette-de-Vienne","CA Vienne Condrieu",3,"OUI",1966,"272 ROUTE DE MARENNES",38200,"VILLETTE-DE-VIENNE","04 74 57 98 09","mairie@mairie-villettedevienne.fr",,1
